,ra,dec,type,u,g,r,i,size
329,185.162383116,15.0915462754,6,24.31312,23.45279,22.6679,22.22027,0.8935174
330,185.161427879,15.175220221,6,24.22907,24.28876,22.85847,21.61395,0.6569207
331,185.133695278,15.0453237972,3,20.8343,19.97361,19.41014,19.09367,1.769998
332,185.133921318,15.0024816833,6,24.68759,23.83125,21.9087,20.59432,0.5918469
333,185.133067939,15.1695869707,3,23.19478,22.58763,20.78149,19.9583,0.7383948
334,185.060673814,15.0785972986,3,23.78274,23.04368,21.65393,21.15194,0.8331
335,185.060621166,15.0786322311,3,24.27398,22.32789,20.90305,20.41376,1.587496
336,185.061598822,15.192796464,3,22.70955,22.2374,21.46763,21.45652,0.347993
337,185.060971903,15.0247738339,6,25.16616,22.72523,21.61369,20.37686,0.6102915
338,185.060971903,15.0247738339,6,25.16606,22.72551,21.61394,20.37712,0.6103412
339,185.0975197,15.1393023008,6,21.46136,23.35992,25.3789,24.29379,1.630059
340,185.060671167,15.078643762,3,23.27184,22.2628,20.83832,20.03212,1.810678
341,185.02278351,15.1636484372,3,23.15545,22.57526,21.89861,21.55315,1.054164
342,185.02278351,15.1636484372,3,23.15443,22.57541,21.89901,21.55357,1.051605
343,185.022917823,15.0803357859,6,22.72579,21.94456,21.83566,21.8758,0.7860921
344,185.022445307,15.0105508791,3,25.66778,22.97018,22.41577,21.63525,-9999.0
345,185.132870736,15.1802508272,6,20.85831,19.96603,19.65553,19.64425,0.7757835
346,185.132889946,15.1802542026,6,20.84499,19.96411,19.64111,19.65284,0.7563899
347,185.060864088,15.1163302602,3,23.28994,21.76696,20.73244,20.13296,1.103393
348,185.097036651,15.1447978334,6,24.08532,25.04459,25.06437,21.95382,0.7900738
349,185.133765467,15.1918907,6,19.86618,17.83331,17.05411,16.79887,0.7826032
350,185.133775958,15.191890236,6,19.85536,17.83366,17.05126,16.80018,0.7827408
351,185.132905995,15.0969768678,3,22.20634,22.45805,22.19159,21.62836,0.8823311
352,185.132876727,15.0833436566,3,24.38387,22.69592,21.81163,20.93321,1.03686
353,185.133836303,15.0066394385,3,24.08445,23.01545,22.68928,22.49178,0.5912935
354,185.185090333,15.1761687604,3,22.73916,23.56229,22.54672,21.55729,0.7918287
355,185.184390984,15.1748128784,3,25.29345,22.2677,22.30542,21.55183,0.5639834
356,185.185109907,15.0176926853,3,22.56198,20.78007,20.30334,19.97231,0.6002513
357,185.184150038,15.1811782492,6,24.44538,23.66137,23.49776,22.23801,0.425502
358,185.184514559,15.1822413396,3,24.7031,22.46441,21.11467,20.67727,0.7601973
359,185.184514559,15.1822413418,3,24.70741,22.4573,21.10562,20.66641,0.935402
360,185.184638299,15.0738055979,3,22.66324,21.91436,21.21745,21.0245,0.7670228
361,185.184267644,15.0670243273,3,22.07176,22.62341,22.71141,22.78734,0.5566402
362,185.184057498,15.1785497178,3,22.6385,22.04728,20.98484,20.77463,0.850884
363,185.184637723,15.025945441,6,14.72469,13.15564,12.7288,12.56165,1.661139
364,185.184637723,15.0259454411,6,14.73264,13.15974,12.7274,12.55986,1.661546
365,185.184644439,15.0259499009,6,14.92358,13.20956,12.70167,12.518,1.675326
366,185.133877753,15.0024881744,6,23.77891,24.47635,21.88052,20.3578,0.5801758
367,185.133710745,15.0453212466,3,20.69181,19.91305,19.35472,19.0191,1.869327
368,185.133754923,15.1919171332,6,19.80923,17.82686,17.0258,16.78792,0.6155315
369,185.133774473,15.1919243858,6,19.79278,17.82765,17.02662,16.7923,0.6107025
370,185.184537072,15.1123526903,3,18.07258,18.33312,17.90268,19.90922,-9999.0
371,185.184562396,15.0130020801,6,23.99543,22.84314,24.46339,24.51211,-9999.0
372,185.184654506,15.0737878772,3,22.59907,22.1548,21.47676,21.06601,1.073501
373,185.184560409,15.1822108151,3,23.11618,22.66044,21.01964,20.65706,0.7924522
374,185.184370946,15.15769849,3,24.98908,21.5013,21.50365,27.17043,-9999.0
375,185.184311662,15.0670942149,3,22.27404,22.78314,22.64662,21.73463,1.280422
376,185.18406974,15.1785664351,3,24.59061,22.08344,21.06914,20.59592,1.083109
377,185.185142416,15.0176847954,3,21.9287,20.7603,20.10967,19.76116,1.228711
378,185.185213315,15.1763030902,3,26.8656,22.37313,20.78875,21.26873,1.013463
379,185.133912262,15.0024975591,6,24.83302,23.7595,21.8422,20.55363,0.629082
380,185.133767505,15.1918965288,6,19.89117,17.83549,17.04649,16.80651,0.7832248
381,185.133778246,15.191894132,6,19.89045,17.83582,17.04751,16.80395,0.7847376
382,185.184670719,15.0259368702,6,14.73104,13.05999,12.67999,12.63122,1.857014
383,185.184670719,15.0259368702,6,14.73922,13.05986,12.67975,12.62916,1.857051
384,185.184676078,15.0259414842,6,14.73589,13.05963,12.68056,12.62876,1.858139
385,185.184750544,15.1439450829,3,24.47642,25.01737,25.03057,24.29597,-9999.0
386,185.133875957,15.0065256362,6,24.84345,23.75959,22.43085,22.91927,0.2917953
387,185.133732267,15.0452865804,3,21.16975,19.97144,19.48992,19.15456,1.570658
388,185.133740349,15.045284856,3,21.0799,19.89688,19.41945,19.09499,2.027991
389,185.097110898,15.052630132,3,26.18939,24.66191,24.73701,21.6669,0.4956217
390,185.060581375,15.0408627061,6,25.04419,23.3186,22.60525,21.88659,0.3572159
391,185.022561292,15.1335938201,3,22.94773,24.42912,22.49872,20.99941,0.8398805
392,185.132873879,15.10546908,3,22.78982,22.62616,21.57026,21.15388,1.125358
393,185.132851828,15.0833491286,3,23.7591,23.10696,22.00173,20.76521,0.93769
394,185.023048947,15.1714651882,3,21.08217,21.91111,20.93214,20.06875,4.502757
395,185.022485961,15.0105441489,3,22.81896,23.14149,21.88646,21.29181,0.7755506
396,185.133551343,15.1565474849,3,22.36503,22.3942,21.79791,21.14997,0.9069913
397,185.132909186,15.0970010412,3,23.10046,22.44806,21.8476,21.45567,0.7024329
398,185.096780542,15.1156703678,3,23.71841,22.38447,22.1526,22.28133,0.551259
399,185.022818217,15.1636600775,3,24.00557,22.60317,21.79623,21.87413,0.7189409
400,185.022897159,15.080302597,3,23.20156,21.61583,21.20611,21.2529,0.5844296
401,185.132863597,15.180275021,6,21.00286,19.97416,19.68709,19.56741,0.5620807
402,185.060836906,15.1163529221,3,25.51112,21.94875,20.98499,20.60079,0.925813
403,185.133230323,15.1353743046,6,24.85136,23.82859,22.6915,21.8512,0.6003774
404,185.132872999,15.1802562878,6,20.89068,19.96678,19.65537,19.6596,0.7649973
405,185.132883675,15.1802546604,6,20.88031,19.96635,19.65868,19.64174,0.7840663
406,185.022525086,15.133584863,3,24.59286,23.68082,22.69261,21.20632,1.07125
407,185.132948116,15.0856679407,6,24.96163,23.50011,23.85191,21.82903,0.6450466
408,185.133563102,15.1565300564,3,22.67316,22.33682,21.73338,21.21218,0.8845298
409,185.133071874,15.1695618532,3,24.64873,22.58767,20.85928,20.13876,0.9777403
410,185.133071874,15.1695618533,3,24.64795,22.58756,20.85925,20.13864,0.9753648
411,185.132977428,15.1055149086,3,23.09325,22.9267,21.98627,21.24218,1.663312
412,185.09680435,15.1157159372,3,23.79416,22.92954,22.9713,22.40056,1.435886
413,185.133887691,15.0025106121,3,24.44868,24.97917,23.3737,20.6949,0.5056688
414,185.061115655,15.0430278103,6,24.89446,24.31176,22.49999,22.07933,0.3378266
415,185.060723365,15.0409708851,6,23.22311,23.78144,22.68671,22.21599,0.05097029
416,185.061663575,15.192788693,3,23.65717,22.73561,21.69111,21.38136,0.8201733
417,185.061060429,15.0247895949,6,24.17293,22.84131,21.71239,20.32796,0.6800373
418,185.060669364,15.0786467404,3,23.91545,24.54204,21.96514,20.94221,1.142223
419,185.184937325,15.1500342719,6,24.61505,24.35488,22.26145,21.47433,0.4603326
420,185.097483444,15.1540146056,6,21.84177,23.43762,21.79749,20.66158,0.6934376
421,185.133741197,15.0452950014,3,21.2187,19.95419,19.46246,19.13779,1.568117
422,185.133741342,15.0452949478,3,21.13246,19.89576,19.40406,19.08729,1.901734
423,185.1329636,15.0856864757,6,24.75125,23.99533,23.82376,21.8268,0.6978009
424,185.133569787,15.1565282822,6,22.61658,22.33775,21.74486,21.28315,0.7895465
425,185.133075613,15.1695643687,3,24.69876,22.56248,20.84653,20.14577,0.9607815
426,185.133075613,15.1695643692,3,24.69781,22.56241,20.84639,20.14526,0.9631754
427,185.13299271,15.1055127038,3,23.17467,22.94254,22.01932,21.31097,1.706887
428,185.132909139,15.096978062,3,22.34896,22.64988,22.28258,21.92821,0.6451509
429,185.132874333,15.083348865,3,24.80811,22.70472,21.80066,20.96218,0.9403462
430,185.133442898,15.0922980535,3,23.45913,25.15261,23.13929,20.99524,1.274256
431,185.184614572,15.0563530935,6,23.42601,24.06626,23.11095,21.73204,0.3831942
432,185.188154767,15.0508189809,3,23.22741,24.98902,22.74171,21.58552,0.5862802
433,185.078089172,15.0841968907,3,21.94808,20.57982,19.51096,19.10545,0.9751038
434,185.077504463,15.158731039,3,24.16454,22.32216,21.46867,21.23886,1.07526
435,185.077869185,15.0130619801,3,24.39665,22.50785,22.80025,26.40036,-9999.0
436,185.078332287,15.1711056711,6,22.05764,25.24694,24.59068,24.0853,0.2873308
437,185.148111185,15.16327865,3,23.81011,24.37351,22.27868,22.0206,1.029039
438,185.112902754,15.0283029899,3,26.3239,23.79241,21.83684,20.67531,0.8183124
439,185.112652455,15.104430394,3,23.7735,23.61073,21.663,20.93991,1.850223
440,185.077488156,15.15877139,3,23.02443,22.53934,21.47731,21.2429,0.8102917
441,185.008491628,15.0388849096,3,22.76388,22.11574,20.48568,19.81871,1.21619
442,185.148032007,15.1874315704,3,23.45968,22.35023,21.88747,21.42999,1.887071
443,185.147834908,15.1039002763,3,23.35415,22.0775,21.28118,20.88843,1.642412
444,185.147834908,15.1039002764,3,23.90861,22.07774,21.28144,20.88863,1.6544
445,185.147600149,15.0499721005,6,25.53656,22.66716,25.99665,23.50149,1.686605
446,185.078050652,15.0841967458,3,22.20055,20.57109,19.49616,19.04314,0.8986055
447,185.078050652,15.0841967458,3,22.2004,20.57078,19.49581,19.04276,0.8965492
448,185.046400991,15.1670547615,6,25.41045,22.83418,24.34169,24.47639,0.5495116
449,185.046311362,15.0613166355,6,22.87021,21.83648,21.41579,21.47692,0.4048729
450,185.046067289,15.108512154,3,22.79008,21.76025,21.21379,21.08234,0.7843793
451,185.113372686,15.1829812864,3,20.5853,20.10359,19.22481,18.88683,1.34879
452,185.113380975,15.1829792229,3,19.42828,18.59058,18.20765,17.90663,3.692074
453,185.113380434,15.1829825378,3,20.92631,20.15413,19.22689,18.91954,1.521851
454,185.113380496,15.182990901,3,19.57985,18.62855,18.18661,17.89426,3.695539
455,185.112659396,15.0147753591,3,24.44075,23.70547,22.76173,21.60184,0.7755463
456,185.113415804,15.0170822563,3,23.56576,23.11698,22.18479,21.8379,0.9126089
457,185.113416045,15.0170826105,3,23.56593,23.6378,22.1846,21.55571,0.9422039
458,185.188841676,15.0369327027,3,22.88086,22.71923,21.48625,21.21251,0.8223863
459,185.188841676,15.0369327027,3,22.73629,22.71923,21.48625,21.21251,0.8223863
460,185.188871061,15.1469954544,3,22.06055,21.62525,20.71106,21.55733,-9999.0
461,185.147845308,15.0849314607,3,23.43982,22.73907,21.97021,21.64994,0.4898403
462,185.147442455,15.0749500031,3,25.35019,24.36394,21.08397,20.13809,2.433611
463,185.009338642,15.0853728802,6,22.58504,21.61556,21.24811,21.1043,0.9214234
464,185.00887665,15.1042962437,3,25.32727,22.47853,21.1321,20.66544,1.274891
465,185.112974753,15.0282627729,3,25.54718,24.00417,22.03226,20.82513,0.8225568
466,185.113305341,15.0785946837,3,22.04336,21.80106,20.84319,20.60523,1.006097
467,185.113306103,15.0785946779,3,22.25461,21.79845,20.82867,20.59502,1.015406
468,185.112753335,15.0587696999,3,26.34808,22.42831,25.11665,21.9697,0.8568603
469,185.112669624,15.1043980563,3,23.39239,22.70518,21.37488,21.09438,1.079672
470,185.187828741,15.1502217492,3,23.34863,22.63973,22.20085,24.48984,-9999.0
471,185.188373605,15.0282081363,3,25.90355,25.36499,24.63049,22.06199,0.7903462
472,185.188097354,15.0234357927,3,24.26777,23.91004,24.80941,22.18181,1.175141
473,185.187813357,15.1471443179,6,24.98675,22.90735,22.82478,24.13842,0.5747648
474,185.188758123,15.1471448379,3,24.47519,22.92158,21.79067,21.64702,0.8337091
475,185.148059346,15.1632812004,3,23.45732,23.38387,22.91266,21.47102,0.4796479
476,185.112830484,15.0149176821,3,22.76598,22.76486,22.43172,21.14128,1.565868
477,185.112604573,15.0132235995,3,25.79248,24.74644,22.56592,21.20683,0.985324
478,185.077938796,15.1368052834,6,25.43939,23.46162,23.3564,21.5621,0.5987232
479,185.113320368,15.0786007087,3,23.93758,21.5575,20.89799,20.58562,0.6263422
480,185.113340082,15.0785880133,3,23.07026,21.40395,20.72423,20.88052,0.5391368
481,185.147536444,15.1411597321,3,23.41616,25.21456,24.78638,23.56817,0.879362
482,185.147225737,15.1329122097,3,25.17442,24.71424,22.27475,21.89434,0.9520078
483,185.008507677,15.0388869641,3,21.94922,21.92354,20.30329,19.6392,1.311531
484,185.008880978,15.1042860127,3,24.72029,22.50928,21.10899,20.6586,1.296437
485,185.148050935,15.1873415236,6,24.012,22.69445,22.064,21.64202,0.724123
486,185.148001021,15.0848423359,3,23.06622,22.67394,21.95849,21.41411,0.7385338
487,185.147893575,15.1038190847,3,22.06427,21.92787,21.37129,21.37924,1.054622
488,185.147893534,15.1038190237,3,22.26625,21.92236,21.36751,21.42403,1.320271
489,185.147982397,15.1077604951,6,22.72968,23.95251,22.47478,21.4425,0.6870568
490,185.147243855,15.1414098845,6,24.79248,23.89445,23.17945,23.36921,-9999.0
491,185.046355306,15.0613128403,6,23.15234,21.61416,21.60822,21.42549,0.6409255
492,185.046112598,15.1084910062,3,22.83658,21.73762,21.24232,20.89201,0.8842895
493,185.009331356,15.0853581179,6,22.46281,21.53215,21.31036,21.13943,0.8887566
494,185.008958023,15.1043119397,3,24.85792,22.03745,21.26336,20.68541,1.073335
495,185.008502419,15.0388928479,3,21.85428,22.37914,20.64318,19.80891,1.106108
496,185.008304066,15.0339439084,3,22.65318,22.57947,21.61959,20.62022,1.328667
497,185.077992512,15.1369086903,3,23.24087,24.37266,22.47039,21.19874,1.094386
498,185.18880624,15.037034253,3,25.22026,22.49631,21.35585,20.92551,0.6657986
499,185.187823052,15.1504726611,3,22.94322,22.24264,21.60268,21.7927,-9999.0
500,185.188253261,15.0505421056,3,26.49716,23.28399,22.35166,20.93169,1.656667
501,185.113288653,15.0735021258,3,25.53489,25.16925,23.20912,21.47431,0.7000878
502,185.147480101,15.0749722785,3,25.80985,23.9057,22.45825,20.92816,1.851404
503,185.151453455,15.0107610693,3,22.31138,21.70775,20.65977,20.36281,0.9207073
504,185.076298346,15.0838064886,6,24.24072,23.57725,22.75894,21.87095,0.5582725
505,185.077041327,15.0015966234,3,22.89442,22.27124,22.1705,22.03185,1.480047
506,185.076671628,15.0919177529,3,22.75849,21.7316,21.39116,21.11033,0.5961601
507,185.076671631,15.0919177601,3,22.75275,21.72665,21.38645,21.09965,0.6244356
508,185.076442679,15.1482739465,3,23.78675,22.6917,22.1675,22.03301,0.7269734
509,185.076314917,15.1885577353,3,23.11493,23.05138,22.34419,21.70995,0.759037
510,185.114545761,15.1820821636,3,20.75706,19.42631,19.23774,19.17833,1.481024
511,185.030741408,15.1974011477,6,21.71707,21.4968,21.05508,20.90707,0.5289394
512,185.07674944,15.0919404073,3,21.90142,21.41173,20.63248,20.62655,1.972067
513,185.077133484,15.1178216312,3,25.86433,22.90503,22.45226,22.28921,0.3136379
514,185.07645547,15.1482377893,3,22.33032,22.3913,21.97126,21.93475,1.258237
515,185.076286176,15.1885905439,3,23.20082,23.36678,22.25076,21.41253,0.8656394
516,185.114581854,15.1820864666,3,20.62103,19.40994,19.20999,19.0696,1.880046
517,185.076566021,15.0052094999,3,23.76777,22.58206,23.07048,24.69601,-9999.0
518,185.076167577,15.007152152,3,22.64103,22.98463,21.99223,21.96996,2.005796
519,185.076147741,15.0431706064,3,22.14255,20.50754,18.78074,18.19016,1.419399
520,185.1514855,15.0107478585,3,22.69983,21.95992,20.78981,20.45285,1.103342
521,185.076885214,15.0017240035,3,20.24624,20.33357,19.84401,19.10147,1.666505
522,185.151485476,15.010747892,3,22.83707,21.97122,20.78913,20.45355,1.081328
523,185.150994935,15.1983540121,3,21.73675,21.45537,20.76283,20.65931,1.386348
524,185.150635204,15.1007800934,3,21.9039,22.37891,21.73168,21.44396,0.8203171
525,185.114531728,15.052473987,6,25.59068,23.0331,25.07427,25.36255,-9999.0
526,185.114583693,15.1269900263,3,22.87565,22.24749,21.66244,21.31831,0.6703263
527,185.031541803,15.1090700383,6,20.07948,19.15534,18.95481,18.80325,0.6968276
528,185.031548486,15.1090680899,6,20.06484,19.15305,18.95176,18.80348,0.6946365
529,185.195032273,15.0487882872,3,21.95717,21.7604,21.02053,20.84461,0.772512
530,185.195552733,15.1291367706,3,21.23063,19.20084,18.29471,17.87325,1.589418
531,185.151453455,15.010761069,3,22.50947,21.70778,20.65933,20.36257,0.918498
532,185.150939611,15.0983659149,6,23.44764,22.72963,23.65569,24.75749,-9999.0
533,185.151089509,15.1983450456,3,21.47693,21.47445,20.90412,20.93934,1.085834
534,185.114027626,15.1196495056,3,26.29138,22.55758,21.69405,21.22689,0.9918346
535,185.076113277,15.0431647788,3,24.87249,20.54015,18.79631,18.22249,1.316908
536,185.114033902,15.1195983478,6,24.36655,22.89296,21.78554,21.27246,0.8648252
537,185.195950349,15.0167048261,6,21.24822,21.15741,20.90133,20.97422,0.4928722
538,185.195552733,15.1291367706,3,21.2089,19.20155,18.29532,17.87391,1.352998
539,185.151637536,15.138501128,6,25.31384,23.90114,22.43616,22.99162,0.7225067
540,185.19606425,15.0955362638,6,23.60149,23.61785,24.24035,24.11147,3.327512
541,185.195967588,15.0167018804,6,20.55939,20.67831,20.56412,20.55761,0.6611915
542,185.195595522,15.1988389567,6,22.02921,25.2967,25.21243,25.91045,-9999.0
543,185.19508,15.0488172962,3,21.89372,21.74913,21.11069,21.04008,0.8159712
544,185.195421995,15.1484368464,6,24.9424,24.85451,22.10466,21.90124,0.7828123
545,185.076263113,15.0070512781,3,23.94353,-9999.0,22.15114,22.23034,0.5193214
546,185.076715389,15.1061074282,3,23.38802,22.92236,22.07255,20.97391,1.197867
547,185.07629165,15.0071045086,3,22.16843,23.30994,22.11343,21.21902,1.504677
548,185.151031754,15.1940442328,3,26.31532,24.79798,23.88797,25.45906,1.530321
549,185.150769151,15.1928282337,3,22.49737,23.95607,22.19518,21.69924,0.4483288
550,185.150769151,15.1928282343,3,22.50052,24.0047,22.1977,21.70128,0.4594769
551,185.150626992,15.1007828599,3,22.27427,22.48305,21.55273,21.11607,0.6906826
552,185.114544465,15.1269980198,3,23.24795,22.47768,21.61694,21.69349,0.7665019
553,185.031246229,15.1043507613,3,22.9039,21.71925,20.84532,20.23854,0.6544591
554,185.03114963,15.0677744225,3,25.08513,22.13901,21.40519,21.32357,0.5196638
555,185.031256721,15.0237042004,6,23.66016,21.63768,21.05157,20.85856,0.684523
556,185.150607087,15.0450122384,6,19.73562,18.66157,18.27482,18.13717,0.5998295
557,185.150625745,15.0450189745,6,19.72034,18.66677,18.27918,18.15731,0.5689142
558,185.031532301,15.1090815272,6,20.03296,19.18564,18.91401,18.83992,0.5981933
559,185.031552673,15.1090894691,6,19.98485,19.17233,18.90545,18.81092,0.6528069
560,185.150697303,15.1233204488,3,24.65481,26.11667,23.97172,22.16885,0.5420605
561,185.076667207,15.0596190742,6,23.98709,23.93579,23.87387,22.38221,0.5511235
562,185.076091354,15.1010331634,3,24.8386,23.66286,22.96284,22.36516,0.7067125
563,185.150620672,15.0449921227,6,19.65978,18.62849,18.27858,18.15721,0.7863833
564,185.150629337,15.044994541,6,19.65493,18.63233,18.28079,18.1578,0.7847109
565,185.076581522,15.1061292703,3,22.92287,22.74353,21.82552,21.28168,1.095081
566,185.031267295,15.1043353548,3,22.92972,21.74909,21.14201,20.17885,1.007378
567,185.031102057,15.0677994403,3,23.67981,22.60246,21.95376,21.24657,0.9911221
568,185.031258406,15.0236822003,6,23.60384,21.77136,21.13971,20.7228,0.7564279
569,185.030761774,15.1974205298,6,22.69528,21.40115,20.89573,20.84056,0.6992229
570,185.195578576,15.1291247044,3,20.71352,19.22346,18.33385,17.89118,1.577307
571,185.195578576,15.1291247044,3,20.69778,19.20956,18.3197,17.87705,1.567759
572,185.195548655,15.0650786049,6,24.38429,24.61252,23.67974,21.82868,0.5163836
